data_src, model, feature, duration, train_acc, train_auc, test_acc, test_auc, valid_acc, valid_auc
       lol, gbdt_ntree300_lr0.1_md6_msl5, champion_one_team_sparse, 134.67, 0.63691, 0.69561, 0.53938, 0.55506, 0.53562, 0.55006
       lol, gbdt_ntree300_lr0.05_md6_msl5, champion_one_team_sparse, 134.33, 0.60513, 0.65320, 0.54128, 0.55633, 0.53815, 0.55221
       lol, gbdt_ntree300_lr0.02_md6_msl5, champion_one_team_sparse, 133.00, 0.57652, 0.61374, 0.54081, 0.55470, 0.53607, 0.55011
       lol, gbdt_ntree300_lr0.01_md6_msl5, champion_one_team_sparse, 131.33, 0.56010, 0.59073, 0.53617, 0.54995, 0.53438, 0.54634
       lol, gbdt_ntree300_lr0.1_md10_msl5, champion_one_team_sparse, 310.00, 0.78919, 0.87679, 0.53360, 0.54439, 0.52787, 0.54107
       lol, gbdt_ntree300_lr0.05_md10_msl5, champion_one_team_sparse, 313.00, 0.71632, 0.79809, 0.53640, 0.54841, 0.53236, 0.54560
       lol, gbdt_ntree300_lr0.02_md10_msl5, champion_one_team_sparse, 327.67, 0.64882, 0.71484, 0.53919, 0.55139, 0.53258, 0.54629
       lol, gbdt_ntree300_lr0.01_md10_msl5, champion_one_team_sparse, 324.00, 0.61238, 0.66657, 0.53882, 0.55027, 0.53241, 0.54399
       lol, gbdt_ntree300_lr0.1_md3_msl10, champion_one_team_sparse, 58.33, 0.56411, 0.59300, 0.54441, 0.56059, 0.54004, 0.55693
       lol, gbdt_ntree300_lr0.05_md3_msl10, champion_one_team_sparse, 58.67, 0.55464, 0.57947, 0.54365, 0.55775, 0.53815, 0.55420
       lol, gbdt_ntree300_lr0.02_md3_msl10, champion_one_team_sparse, 59.67, 0.54346, 0.56413, 0.53789, 0.55123, 0.53601, 0.54781
       lol, gbdt_ntree300_lr0.01_md3_msl10, champion_one_team_sparse, 59.33, 0.53469, 0.55362, 0.53212, 0.54575, 0.53007, 0.54244
       lol, gbdt_ntree300_lr0.1_md6_msl10, champion_one_team_sparse, 128.33, 0.62628, 0.68047, 0.54128, 0.55602, 0.53618, 0.55228
       lol, gbdt_ntree300_lr0.05_md6_msl10, champion_one_team_sparse, 131.33, 0.59837, 0.64317, 0.54242, 0.55746, 0.53651, 0.55133
       lol, gbdt_ntree300_lr0.02_md6_msl10, champion_one_team_sparse, 133.33, 0.57293, 0.60794, 0.54029, 0.55506, 0.53503, 0.55085
       lol, gbdt_ntree300_lr0.01_md6_msl10, champion_one_team_sparse, 136.33, 0.55785, 0.58724, 0.53590, 0.54995, 0.53330, 0.54633
       lol, gbdt_ntree300_lr0.1_md10_msl10, champion_one_team_sparse, 339.33, 0.74684, 0.83080, 0.53379, 0.54494, 0.53135, 0.54509
       lol, gbdt_ntree300_lr0.05_md10_msl10, champion_one_team_sparse, 320.67, 0.68619, 0.75935, 0.53737, 0.54996, 0.53581, 0.54907
       lol, gbdt_ntree300_lr0.02_md10_msl10, champion_one_team_sparse, 335.33, 0.62984, 0.68815, 0.54039, 0.55245, 0.53539, 0.54894
       lol, gbdt_ntree300_lr0.01_md10_msl10, champion_one_team_sparse, 351.00, 0.59980, 0.64839, 0.53844, 0.55020, 0.53197, 0.54625
       lol, gbdt_ntree400_lr0.1_md3_msl1, champion_one_team_sparse, 83.67, 0.57002, 0.60181, 0.54422, 0.56078, 0.53917, 0.55616
       lol, gbdt_ntree400_lr0.05_md3_msl1, champion_one_team_sparse, 80.67, 0.55920, 0.58618, 0.54504, 0.55916, 0.53808, 0.55541
       lol, gbdt_ntree400_lr0.02_md3_msl1, champion_one_team_sparse, 78.33, 0.54764, 0.56960, 0.54099, 0.55442, 0.53683, 0.55067
       lol, gbdt_ntree400_lr0.01_md3_msl1, champion_one_team_sparse, 81.00, 0.53882, 0.55803, 0.53557, 0.54775, 0.53185, 0.54452
       lol, gbdt_ntree400_lr0.1_md6_msl1, champion_one_team_sparse, 182.67, 0.67222, 0.74263, 0.53874, 0.55267, 0.53430, 0.54965
       lol, gbdt_ntree400_lr0.05_md6_msl1, champion_one_team_sparse, 179.33, 0.62948, 0.68613, 0.54383, 0.55659, 0.53639, 0.55062
       lol, gbdt_ntree400_lr0.02_md6_msl1, champion_one_team_sparse, 175.33, 0.59091, 0.63489, 0.54261, 0.55583, 0.53547, 0.55069
       lol, gbdt_ntree400_lr0.01_md6_msl1, champion_one_team_sparse, 183.33, 0.57034, 0.60569, 0.53771, 0.55162, 0.53456, 0.54816
       lol, gbdt_ntree400_lr0.1_md10_msl1, champion_one_team_sparse, 452.67, 0.89146, 0.96152, 0.53170, 0.54125, 0.52761, 0.53630
       lol, gbdt_ntree400_lr0.05_md10_msl1, champion_one_team_sparse, 459.00, 0.80209, 0.89122, 0.53548, 0.54632, 0.53310, 0.54276
       lol, gbdt_ntree400_lr0.02_md10_msl1, champion_one_team_sparse, 469.67, 0.70407, 0.78668, 0.53838, 0.54956, 0.53254, 0.54448
       lol, gbdt_ntree400_lr0.01_md10_msl1, champion_one_team_sparse, 482.33, 0.65171, 0.72251, 0.53869, 0.54980, 0.53122, 0.54392
       lol, gbdt_ntree400_lr0.1_md3_msl3, champion_one_team_sparse, 82.33, 0.56995, 0.60129, 0.54555, 0.56111, 0.53962, 0.55638
       lol, gbdt_ntree400_lr0.05_md3_msl3, champion_one_team_sparse, 81.67, 0.55912, 0.58613, 0.54396, 0.55919, 0.53957, 0.55547
       lol, gbdt_ntree400_lr0.02_md3_msl3, champion_one_team_sparse, 83.67, 0.54772, 0.56954, 0.54144, 0.55444, 0.53750, 0.55077
       lol, gbdt_ntree400_lr0.01_md3_msl3, champion_one_team_sparse, 77.67, 0.53879, 0.55815, 0.53617, 0.54828, 0.53182, 0.54464
       lol, gbdt_ntree400_lr0.1_md6_msl3, champion_one_team_sparse, 171.67, 0.66394, 0.73083, 0.53953, 0.55345, 0.53560, 0.55010
       lol, gbdt_ntree400_lr0.05_md6_msl3, champion_one_team_sparse, 178.00, 0.62354, 0.67780, 0.54307, 0.55665, 0.53857, 0.55167
       lol, gbdt_ntree400_lr0.02_md6_msl3, champion_one_team_sparse, 175.33, 0.58782, 0.62943, 0.54232, 0.55536, 0.53688, 0.55142
       lol, gbdt_ntree400_lr0.01_md6_msl3, champion_one_team_sparse, 181.33, 0.56881, 0.60287, 0.53758, 0.55170, 0.53429, 0.54782
       lol, gbdt_ntree400_lr0.1_md10_msl3, champion_one_team_sparse, 424.33, 0.85556, 0.93586, 0.53052, 0.54142, 0.52910, 0.53859
       lol, gbdt_ntree400_lr0.05_md10_msl3, champion_one_team_sparse, 426.00, 0.77205, 0.85988, 0.53439, 0.54691, 0.53134, 0.54275
       lol, gbdt_ntree400_lr0.02_md10_msl3, champion_one_team_sparse, 439.67, 0.68335, 0.75945, 0.53874, 0.55124, 0.53203, 0.54561
       lol, gbdt_ntree400_lr0.01_md10_msl3, champion_one_team_sparse, 445.33, 0.63700, 0.70118, 0.53840, 0.54940, 0.53205, 0.54478
       lol, gbdt_ntree400_lr0.1_md3_msl5, champion_one_team_sparse, 76.33, 0.56919, 0.60063, 0.54456, 0.56137, 0.54100, 0.55752
       lol, gbdt_ntree400_lr0.05_md3_msl5, champion_one_team_sparse, 80.00, 0.55896, 0.58581, 0.54506, 0.55877, 0.53957, 0.55601
       lol, gbdt_ntree400_lr0.02_md3_msl5, champion_one_team_sparse, 80.00, 0.54760, 0.56949, 0.54050, 0.55423, 0.53828, 0.55084
       lol, gbdt_ntree400_lr0.01_md3_msl5, champion_one_team_sparse, 79.67, 0.53867, 0.55795, 0.53642, 0.54832, 0.53148, 0.54453
       lol, gbdt_ntree400_lr0.1_md6_msl5, champion_one_team_sparse, 174.67, 0.65527, 0.71989, 0.53985, 0.55296, 0.53586, 0.54974
       lol, gbdt_ntree400_lr0.05_md6_msl5, champion_one_team_sparse, 177.00, 0.61765, 0.66973, 0.54272, 0.55617, 0.53766, 0.55212
       lol, gbdt_ntree400_lr0.02_md6_msl5, champion_one_team_sparse, 174.00, 0.58473, 0.62484, 0.54235, 0.55558, 0.53695, 0.55075
       lol, gbdt_ntree400_lr0.01_md6_msl5, champion_one_team_sparse, 185.00, 0.56661, 0.59935, 0.53791, 0.55184, 0.53513, 0.54806
       lol, gbdt_ntree400_lr0.1_md10_msl5, champion_one_team_sparse, 422.67, 0.82746, 0.91222, 0.52948, 0.54113, 0.52714, 0.53947
       lol, gbdt_ntree400_lr0.05_md10_msl5, champion_one_team_sparse, 421.00, 0.74699, 0.83284, 0.53781, 0.54884, 0.53171, 0.54438
       lol, gbdt_ntree400_lr0.02_md10_msl5, champion_one_team_sparse, 405.33, 0.66688, 0.73799, 0.53925, 0.55146, 0.53297, 0.54600
       lol, gbdt_ntree400_lr0.01_md10_msl5, champion_one_team_sparse, 434.00, 0.62591, 0.68528, 0.54029, 0.55168, 0.53220, 0.54499
       lol, gbdt_ntree400_lr0.1_md3_msl10, champion_one_team_sparse, 82.00, 0.56868, 0.59938, 0.54514, 0.56144, 0.54030, 0.55719
       lol, gbdt_ntree400_lr0.05_md3_msl10, champion_one_team_sparse, 80.00, 0.55832, 0.58472, 0.54438, 0.55861, 0.53935, 0.55532
       lol, gbdt_ntree400_lr0.02_md3_msl10, champion_one_team_sparse, 83.33, 0.54728, 0.56889, 0.54003, 0.55371, 0.53763, 0.55018
       lol, gbdt_ntree400_lr0.01_md3_msl10, champion_one_team_sparse, 78.33, 0.53850, 0.55771, 0.53632, 0.54818, 0.53207, 0.54463
       lol, gbdt_ntree400_lr0.1_md6_msl10, champion_one_team_sparse, 172.67, 0.64293, 0.70259, 0.54211, 0.55471, 0.53557, 0.55169
       lol, gbdt_ntree400_lr0.05_md6_msl10, champion_one_team_sparse, 171.00, 0.60942, 0.65795, 0.54136, 0.55720, 0.53774, 0.55202
       lol, gbdt_ntree400_lr0.02_md6_msl10, champion_one_team_sparse, 177.33, 0.58025, 0.61775, 0.54188, 0.55625, 0.53664, 0.55147
       lol, gbdt_ntree400_lr0.01_md6_msl10, champion_one_team_sparse, 184.00, 0.56395, 0.59534, 0.53844, 0.55211, 0.53416, 0.54810
       lol, gbdt_ntree400_lr0.1_md10_msl10, champion_one_team_sparse, 396.33, 0.78094, 0.86656, 0.53379, 0.54352, 0.52991, 0.54307
       lol, gbdt_ntree400_lr0.05_md10_msl10, champion_one_team_sparse, 415.33, 0.71159, 0.78981, 0.53541, 0.55000, 0.53179, 0.54718
       lol, gbdt_ntree400_lr0.02_md10_msl10, champion_one_team_sparse, 393.67, 0.64504, 0.70761, 0.53908, 0.55213, 0.53537, 0.54874
       lol, gbdt_ntree400_lr0.01_md10_msl10, champion_one_team_sparse, 426.33, 0.61143, 0.66371, 0.53862, 0.55139, 0.53346, 0.54723
       lol, gbdt_ntree600_lr0.1_md3_msl1, champion_one_team_sparse, 121.67, 0.57794, 0.61280, 0.54527, 0.56132, 0.53925, 0.55647
       lol, gbdt_ntree600_lr0.05_md3_msl1, champion_one_team_sparse, 124.67, 0.56469, 0.59475, 0.54461, 0.56083, 0.54022, 0.55683
       lol, gbdt_ntree600_lr0.02_md3_msl1, champion_one_team_sparse, 125.67, 0.55226, 0.57653, 0.54350, 0.55714, 0.53798, 0.55337
       lol, gbdt_ntree600_lr0.01_md3_msl1, champion_one_team_sparse, 125.67, 0.54391, 0.56460, 0.53924, 0.55164, 0.53591, 0.54813
       lol, gbdt_ntree600_lr0.1_md6_msl1, champion_one_team_sparse, 292.00, 0.71083, 0.78939, 0.53864, 0.55195, 0.53349, 0.54712
       lol, gbdt_ntree600_lr0.05_md6_msl1, champion_one_team_sparse, 278.00, 0.65379, 0.71825, 0.54083, 0.55414, 0.53602, 0.55112
       lol, gbdt_ntree600_lr0.02_md6_msl1, champion_one_team_sparse, 279.33, 0.60634, 0.65516, 0.54266, 0.55667, 0.53759, 0.55182
       lol, gbdt_ntree600_lr0.01_md6_msl1, champion_one_team_sparse, 285.67, 0.58128, 0.62130, 0.54015, 0.55409, 0.53515, 0.55014
       lol, gbdt_ntree600_lr0.1_md10_msl1, champion_one_team_sparse, 710.33, 0.94182, 0.98741, 0.52752, 0.53762, 0.52391, 0.53385
       lol, gbdt_ntree600_lr0.05_md10_msl1, champion_one_team_sparse, 704.00, 0.85837, 0.93912, 0.53147, 0.54358, 0.52991, 0.54020
       lol, gbdt_ntree600_lr0.02_md10_msl1, champion_one_team_sparse, 695.00, 0.74270, 0.83098, 0.53609, 0.54745, 0.53025, 0.54308
       lol, gbdt_ntree600_lr0.01_md10_msl1, champion_one_team_sparse, 726.33, 0.68081, 0.75914, 0.53878, 0.55006, 0.53150, 0.54567
       lol, gbdt_ntree600_lr0.1_md3_msl3, champion_one_team_sparse, 126.33, 0.57783, 0.61247, 0.54485, 0.56116, 0.54053, 0.55697
       lol, gbdt_ntree600_lr0.05_md3_msl3, champion_one_team_sparse, 117.00, 0.56483, 0.59475, 0.54452, 0.56068, 0.53993, 0.55657
       lol, gbdt_ntree600_lr0.02_md3_msl3, champion_one_team_sparse, 122.33, 0.55216, 0.57642, 0.54295, 0.55711, 0.53845, 0.55340
       lol, gbdt_ntree600_lr0.01_md3_msl3, champion_one_team_sparse, 116.33, 0.54382, 0.56456, 0.53883, 0.55181, 0.53589, 0.54812
       lol, gbdt_ntree600_lr0.1_md6_msl3, champion_one_team_sparse, 292.33, 0.69893, 0.77433, 0.53668, 0.54997, 0.53649, 0.55054
       lol, gbdt_ntree600_lr0.05_md6_msl3, champion_one_team_sparse, 480.00, 0.64561, 0.70734, 0.54071, 0.55620, 0.53815, 0.55208
       lol, gbdt_ntree600_lr0.02_md6_msl3, champion_one_team_sparse, 650.33, 0.60179, 0.64859, 0.54172, 0.55605, 0.53845, 0.55214
       lol, gbdt_ntree600_lr0.01_md6_msl3, champion_one_team_sparse, 292.67, 0.57936, 0.61777, 0.54011, 0.55455, 0.53516, 0.54968
       lol, gbdt_ntree600_lr0.1_md10_msl3, champion_one_team_sparse, 609.00, 0.91038, 0.97245, 0.52865, 0.53766, 0.52409, 0.53588
       lol, gbdt_ntree600_lr0.05_md10_msl3, champion_one_team_sparse, 603.33, 0.82371, 0.90970, 0.53426, 0.54378, 0.52830, 0.54076
       lol, gbdt_ntree600_lr0.02_md10_msl3, champion_one_team_sparse, 601.00, 0.71794, 0.80118, 0.53619, 0.55016, 0.53352, 0.54555
       lol, gbdt_ntree600_lr0.01_md10_msl3, champion_one_team_sparse, 640.67, 0.66280, 0.73394, 0.53836, 0.55013, 0.53145, 0.54549
       lol, gbdt_ntree600_lr0.1_md3_msl5, champion_one_team_sparse, 105.67, 0.57767, 0.61158, 0.54571, 0.56155, 0.54030, 0.55751
       lol, gbdt_ntree600_lr0.05_md3_msl5, champion_one_team_sparse, 106.00, 0.56477, 0.59423, 0.54414, 0.56063, 0.54048, 0.55664
       lol, gbdt_ntree600_lr0.02_md3_msl5, champion_one_team_sparse, 106.00, 0.55232, 0.57631, 0.54292, 0.55699, 0.53901, 0.55364
       lol, gbdt_ntree600_lr0.01_md3_msl5, champion_one_team_sparse, 108.33, 0.54386, 0.56450, 0.53916, 0.55181, 0.53591, 0.54817
       lol, gbdt_ntree600_lr0.1_md6_msl5, champion_one_team_sparse, 252.33, 0.68901, 0.76202, 0.53969, 0.55151, 0.53447, 0.54880
       lol, gbdt_ntree600_lr0.05_md6_msl5, champion_one_team_sparse, 284.33, 0.63832, 0.69776, 0.54149, 0.55573, 0.53844, 0.55128
       lol, gbdt_ntree600_lr0.02_md6_msl5, champion_one_team_sparse, 283.00, 0.59770, 0.64260, 0.54258, 0.55631, 0.53701, 0.55166
       lol, gbdt_ntree600_lr0.01_md6_msl5, champion_one_team_sparse, 285.33, 0.57624, 0.61312, 0.54067, 0.55451, 0.53544, 0.55018
       lol, gbdt_ntree600_lr0.1_md10_msl5, champion_one_team_sparse, 629.33, 0.88111, 0.95416, 0.52844, 0.53849, 0.52809, 0.53823
       lol, gbdt_ntree600_lr0.05_md10_msl5, champion_one_team_sparse, 582.33, 0.79554, 0.88295, 0.53301, 0.54514, 0.52879, 0.54235
       lol, gbdt_ntree600_lr0.02_md10_msl5, champion_one_team_sparse, 611.67, 0.69783, 0.77638, 0.53784, 0.55072, 0.53194, 0.54570
       lol, gbdt_ntree600_lr0.01_md10_msl5, champion_one_team_sparse, 604.67, 0.64798, 0.71421, 0.54057, 0.55145, 0.53249, 0.54597
       lol, gbdt_ntree600_lr0.1_md3_msl10, champion_one_team_sparse, 106.00, 0.57628, 0.60952, 0.54521, 0.56134, 0.53996, 0.55757
       lol, gbdt_ntree600_lr0.05_md3_msl10, champion_one_team_sparse, 104.33, 0.56410, 0.59293, 0.54409, 0.56019, 0.53975, 0.55638
       lol, gbdt_ntree600_lr0.02_md3_msl10, champion_one_team_sparse, 105.67, 0.55170, 0.57562, 0.54229, 0.55650, 0.53717, 0.55279
       lol, gbdt_ntree600_lr0.01_md3_msl10, champion_one_team_sparse, 108.33, 0.54345, 0.56404, 0.53805, 0.55169, 0.53623, 0.54790
       lol, gbdt_ntree600_lr0.1_md6_msl10, champion_one_team_sparse, 254.33, 0.67226, 0.74002, 0.54036, 0.55318, 0.53544, 0.55016
       lol, gbdt_ntree600_lr0.05_md6_msl10, champion_one_team_sparse, 244.33, 0.62807, 0.68297, 0.54178, 0.55710, 0.53755, 0.55232
       lol, gbdt_ntree600_lr0.02_md6_msl10, champion_one_team_sparse, 241.33, 0.59185, 0.63369, 0.54300, 0.55708, 0.53766, 0.55238
       lol, gbdt_ntree600_lr0.01_md6_msl10, champion_one_team_sparse, 250.00, 0.57269, 0.60771, 0.54050, 0.55476, 0.53518, 0.55045
       lol, gbdt_ntree600_lr0.1_md10_msl10, champion_one_team_sparse, 592.67, 0.82931, 0.91286, 0.52910, 0.53959, 0.52881, 0.53897
       lol, gbdt_ntree600_lr0.05_md10_msl10, champion_one_team_sparse, 559.33, 0.75334, 0.83746, 0.53410, 0.54649, 0.53205, 0.54596
       lol, gbdt_ntree600_lr0.02_md10_msl10, champion_one_team_sparse, 562.00, 0.66987, 0.74029, 0.53922, 0.55173, 0.53393, 0.54876
       lol, gbdt_ntree600_lr0.01_md10_msl10, champion_one_team_sparse, 596.33, 0.62951, 0.68764, 0.53947, 0.55185, 0.53422, 0.54925
